FIPS,State,County,Premature_Death_Total,Poor_or_Fair_Health,Adult_Smoking,Adult_Obesity,Uninsured,Primary_Care_Physician,Some_College,Unemployment,Children_in_Poverty,Air_Pollution_PM,Severe_Housing_Problems,Premature_Death_AIAN,Premature_Death_Asian,Premature_Death_Black,Premature_Death_Hispanic,Premature_Death_White,Premature_Death_NHOPI,DeathGap_AIAN,DeathGap_Asian,DeathGap_Black,DeathGap_Hispanic,DeathGap_White,DeathGap_NHOPI
18,IN,Clinton County,9708.8306051,0.189,0.187,0.391,0.098572851,0.0001512173,0.4572992236,0.0261047603,0.141,8.9,0.0979827089,,,,,10621.468073,,,,,,912.6374679,
18,IN,Crawford County,11674.83629,0.229,0.229,0.41,0.0998795181,,0.4251898169,0.0355213959,0.235,8.6,0.1254480287,,,,,12117.800355,,,,,,442.9640650000001,
18,IN,Daviess County,7723.6405969,0.223,0.227,0.383,0.1693759644,0.0004191993,0.4663374684,0.0235951751,0.133,8.7,0.1286574871,,,,,7855.1905767,,,,,,131.54997980000007,
18,IN,Dearborn County,8670.8873395,0.146,0.15,0.351,0.0695320843,0.0004526134,0.6575767746,0.0325970651,0.094,9.2,0.088974359,,,,,8732.2369303,,,,,,61.34959080000044,
18,IN,Decatur County,10090.847237,0.165,0.172,0.416,0.0657140215,0.0006079027,0.6048361934,0.0270789059,0.123,8.4,0.0791154791,,,,,10274.760429,,,,,,183.91319199999998,
18,IN,De Kalb County,8444.6620838,0.16,0.175,0.375,0.0753057998,0.000461542,0.5274735474,0.0295058336,0.123,8.2,0.0843731432,,,,,8728.265598,,,,,,283.60351420000006,
18,IN,Delaware County,12614.957794,0.218,0.225,0.398,0.0866118853,0.001144175,0.6381002383,0.0383537653,0.206,8.0,0.1561403509,,,17430.533939,,12636.77139,,,,4815.576145000001,,21.81359599999996,
18,IN,Dubois County,6416.4849647,0.183,0.193,0.384,0.0780898717,0.0007577671,0.6248788994,0.02500682,0.08,8.4,0.0917510854,,,,,6586.732498,,,,,,170.2475333000002,
18,IN,Elkhart County,8847.3536559,0.206,0.196,0.425,0.1284610636,0.000488109,0.4438000391,0.0399319537,0.153,8.2,0.121522181,,4411.3030769,18012.452374,6617.3246338,8692.2819135,,,-4436.050579000001,9165.0987181,-2230.0290221000005,-155.0717423999995,
18,IN,Fayette County,15442.40888,0.245,0.26,0.411,0.0746065458,0.0004280822,0.5557054742,0.043817527,0.203,8.4,0.1312661499,,,,,15689.597431,,,,,,247.18855099999928,
18,IN,Floyd County,9964.088609,0.181,0.177,0.364,0.0688684386,0.0005593258,0.6787252369,0.0279240316,0.13,9.6,0.0837896134,,,18383.59178,7526.1764086,9756.4412124,,,,8419.503170999998,-2437.9122004,-207.64739660000123,
18,IN,Fountain County,10687.4986,0.176,0.187,0.39,0.0781226344,0.0002435016,0.6032972694,0.0307597282,0.139,8.8,0.0949598247,,,,,10750.051741,,,,,,62.553140999998504,
18,IN,Franklin County,8834.8185413,0.159,0.16,0.377,0.072819736,0.0007004641,0.5817647059,0.0314877056,0.102,8.8,0.0770095559,,,,,9069.1203414,,,,,,234.30180010000004,
18,IN,Fulton County,11507.630003,0.203,0.202,0.418,0.0944171283,0.0004905327,0.4617841175,0.0349166405,0.162,8.4,0.1057631412,,,,,11505.088219,,,,,,-2.5417840000009164,
18,IN,Gibson County,7823.8764921,0.21,0.229,0.402,0.0668430269,0.0003948487,0.5911533175,0.0241019108,0.109,8.6,0.1012020163,,,,,8027.7497745,,,,,,203.87328239999988,
18,IN,Grant County,14895.226807,0.207,0.215,0.43,0.071944507,0.0004225586,0.5710902125,0.0347993579,0.243,8.2,0.1279467681,,,23352.849767,12539.339471,14676.112803,,,,8457.62296,-2355.887336,-219.1140039999991,
18,IN,Greene County,10312.128622,0.205,0.229,0.405,0.0843304843,0.0002923407,0.5922764796,0.0391127542,0.151,7.5,0.1291098637,,,,,10569.617517,,,,,,257.4888950000004,
18,IN,Hamilton County,4761.2420166,0.11,0.1,0.279,0.0455395579,0.0013879153,0.870642727,0.0254276772,0.045,9.4,0.0812692886,,3451.6035746,7950.3704805,2858.04243,4793.3449333,,,-1309.6384420000004,3189.1284638999996,-1903.1995866000002,32.102916699999696,
18,IN,Hancock County,7433.7478888,0.156,0.168,0.358,0.0586745831,0.0008314076,0.7595106098,0.0280112045,0.058,9.0,0.0697146563,,,9100.8220647,,7579.6705375,,,,1667.0741759000002,,145.92264870000054,
18,IN,Harrison County,12001.180076,0.171,0.185,0.365,0.0684699915,0.0004778552,0.6026929052,0.0284716496,0.105,9.1,0.0762036716,,,,,12314.838102,,,,,,313.65802599999915,
18,IN,Hendricks County,6172.2460475,0.15,0.151,0.389,0.0586737032,0.0004850715,0.7199605028,0.026561199,0.059,9.9,0.0837704657,,2623.7010007,6926.2446977,4412.0107115,6381.2060909,,,-3548.5450468,753.9986502000002,-1760.2353359999997,208.96004340000036,
18,IN,Henry County,10369.205114,0.208,0.226,0.444,0.0720024379,0.0004087054,0.5289578493,0.0341246291,0.168,7.3,0.0951735358,,,,,10651.691884,,,,,,282.4867699999995,
18,IN,Howard County,12108.599388,0.192,0.203,0.419,0.0702954665,0.0005496672,0.611531477,0.0500296033,0.181,6.7,0.101369863,,,16739.66592,6597.2624388,12124.653198,,,,4631.066531999999,-5511.3369492,16.05380999999943,
18,IN,Huntington County,9432.2347872,0.172,0.186,0.39,0.0698939446,0.0005447068,0.6201454952,0.0297554051,0.121,8.3,0.0907568654,,,,,9708.1729345,,,,,,275.9381473000012,
18,IN,Jackson County,9171.5451653,0.218,0.225,0.432,0.0858299809,0.0006729329,0.5636106959,0.0284153005,0.129,8.4,0.0981934732,,,,,9690.6460769,,,,,,519.1009116000005,
18,IN,Jasper County,9160.8979619,0.168,0.172,0.38,0.0788565064,0.0002417576,0.58766476,0.0357542594,0.1,8.9,0.075230092,,,,,9402.9358316,,,,,,242.03786969999965,
18,IN,Jay County,12021.170059,0.223,0.233,0.421,0.0892582333,0.0002963256,0.4534494307,0.0306019505,0.206,8.1,0.1086556169,,,,,11918.490562,,,,,,-102.67949699999917,
18,IN,Jefferson County,10875.402544,0.203,0.201,0.384,0.0740136942,0.0006034821,0.500797057,0.0310010621,0.164,8.6,0.1101960784,,,,,11253.052343,,,,,,377.6497989999989,
18,IN,Jennings County,12252.261526,0.192,0.217,0.418,0.0734483215,0.0004378124,0.5102160811,0.0336772292,0.161,8.4,0.1189427313,,,,,12548.095055,,,,,,295.83352899999954,
18,IN,Johnson County,8086.4546261,0.167,0.177,0.421,0.0668003491,0.0008034182,0.6846193335,0.0267337668,0.083,9.6,0.0967633459,,3873.1212409,12626.393698,5078.6124435,8404.5158165,,,-4213.3333852,4539.9390719,-3007.8421825999994,318.06119039999976,
18,IN,Knox County,10555.747371,0.183,0.184,0.382,0.0784278406,0.000723106,0.5462962963,0.02982329,0.172,8.7,0.1154864328,,,,,10787.567617,,,,,,231.82024600000113,
18,IN,Kosciusko County,9156.2157709,0.172,0.167,0.395,0.0982789995,0.0004369211,0.5707388221,0.0336965344,0.11,8.6,0.1010964205,,,,7292.6196378,9362.3553231,,,,,-1863.5961330999999,206.13955220000025,
18,IN,Lagrange County,6290.4643826,0.226,0.229,0.421,0.3332274001,0.0002467673,0.2819777067,0.0309494334,0.105,8.3,0.1015873016,,,,,6482.6497536,,,,,,192.18537099999958,
18,IN,Lake County,10981.169466,0.196,0.169,0.381,0.0771620499,0.0005074635,0.6092510207,0.050045635,0.2,9.8,0.1446448289,,3336.3857945,17625.154558,7939.288564,9473.5958872,,,-7644.783671499999,6643.985091999999,-3041.880901999999,-1507.5735788000002,
18,IN,La Porte County,11091.480099,0.203,0.199,0.397,0.0793673377,0.0003736987,0.5131446081,0.0398087168,0.216,8.1,0.1218356259,,,16236.028243,6983.5305187,10909.18665,,,,5144.548144,-4107.9495803,-182.2934490000007,
18,IN,Lawrence County,10599.805055,0.203,0.208,0.398,0.0799517653,0.0003993787,0.57433926,0.0383179895,0.161,8.3,0.1012016021,,,,,10772.548075,,,,,,172.7430199999999,
18,IN,Madison County,11656.090537,0.211,0.227,0.396,0.0795851143,0.0004817177,0.5273797723,0.0357295397,0.171,8.3,0.135040405,,,16547.008843,7323.1543913,11420.37438,,,,4890.918306,-4332.9361457,-235.71615700000075,
18,IN,Marion County,12609.648122,0.217,0.176,0.393,0.0976821778,0.0007795268,0.6432968513,0.0329372679,0.207,11.1,0.164638935,,4622.4621417,17005.998356,8197.5961714,11846.867673,,,-7987.185980300001,4396.350234,-4412.0519506,-762.7804489999999,
18,IN,Marshall County,9236.6383382,0.187,0.192,0.359,0.1260468227,0.0005203703,0.5049701789,0.033952458,0.127,8.7,0.1055440261,,,,4267.3774451,9856.7289976,,,,,-4969.2608931,620.0906593999989,
18,IN,Martin County,10011.135977,0.22,0.24,0.396,0.086686898,0.0003067485,0.5908045977,0.0284101599,0.163,8.4,0.1204055767,,,,,10356.549132,,,,,,345.4131550000002,
18,IN,Miami County,10509.102116,0.206,0.22,0.421,0.0873655396,0.0002217233,0.5014364641,0.0393270096,0.192,8.2,0.0954372624,,,13071.155565,,10801.072912,,,,2562.053448999999,,291.9707959999996,
18,IN,Monroe County,8007.8598353,0.164,0.156,0.376,0.0622431327,0.0005862377,0.8015517925,0.0326317276,0.135,7.7,0.1996151155,,,15090.627941,,8344.5285129,,,,7082.768105700001,,336.6686776000006,
18,IN,Montgomery County,9100.3011207,0.198,0.208,0.426,0.0833553326,0.0002889946,0.5527113506,0.0277865821,0.146,9.0,0.1057068742,,,,,9625.449932,,,,,,525.1488112999996,
18,IN,Morgan County,8539.0289939,0.189,0.2,0.378,0.0751153722,0.0004016287,0.5651533019,0.0302749378,0.119,9.5,0.0997214485,,,,,8726.2822871,,,,,,187.25329320000128,
18,IN,Newton County,10914.054965,0.197,0.213,0.415,0.0958791209,7.24218e-05,0.4711833231,0.0388278388,0.129,8.8,0.0919854281,,,,,11924.901986,,,,,,1010.8470210000014,
18,IN,Noble County,8646.9803076,0.182,0.193,0.365,0.1023870484,0.0003387893,0.4485834208,0.0366747074,0.109,8.5,0.0810734463,,,,5806.4309678,8960.6654398,,,,,-2840.549339800001,313.6851321999984,
18,IN,Ohio County,6928.0026569,0.172,0.175,0.381,0.0785273462,0.00016728,0.7417168675,0.0296846011,0.122,8.8,0.0921568627,,,,,7007.0549687,,,,,,79.0523118000001,
18,IN,Orange County,9621.4687214,0.187,0.206,0.417,0.0852015032,0.0004034291,0.5558751936,0.034287094,0.176,8.5,0.0823899371,,,,,9856.848137,,,,,,235.37941560000036,
18,IN,Owen County,12176.131582,0.209,0.222,0.399,0.0893428064,0.0001398862,0.5329353643,0.0367285928,0.178,8.5,0.1148608644,,,,,12422.73683,,,,,,246.60524799999985,
18,IN,Parke County,7682.3056704,0.2,0.209,0.383,0.1193892105,0.000304748,0.4002084419,0.0325728422,0.194,8.5,0.1367753623,,,,,8025.5416947,,,,,,343.2360243000003,
18,IN,Perry County,6978.6225709,0.184,0.193,0.406,0.0634943283,0.000465935,0.565776459,0.0296703297,0.163,8.7,0.1102990033,,,,,7393.9082929,,,,,,415.2857219999996,
18,IN,Pike County,10057.378719,0.193,0.212,0.417,0.0780334728,0.0003293808,0.5068543905,0.0326551547,0.141,8.6,0.0819512195,,,,,10010.927187,,,,,,-46.45153200000095,
18,IN,Porter County,7441.3087096,0.168,0.166,0.37,0.0691236401,0.0005624329,0.675648321,0.0368756519,0.106,7.5,0.1155051485,,,9884.6716468,5724.9383521,7680.4291644,,,,2443.3629371999996,-1716.3703575,239.12045480000052,
18,IN,Posey County,7520.5980771,0.147,0.154,0.364,0.057783855,0.0003185221,0.7183098592,0.0270622508,0.116,8.7,0.0884691849,,,,,7377.620927,,,,,,-142.97715010000047,
18,IN,Pulaski County,13374.841725,0.197,0.217,0.414,0.0923756679,0.0003241754,0.5230496454,0.0288306747,0.145,8.5,0.0794633643,,,,,14216.805985,,,,,,841.9642600000006,
18,IN,Putnam County,8445.9448919,0.179,0.188,0.394,0.0700965825,0.0003245085,0.5596485657,0.0315974254,0.127,8.9,0.0868274583,,,,,9110.9535754,,,,,,665.0086835000002,
18,IN,Randolph County,11074.616577,0.206,0.216,0.389,0.0888496311,0.0001640218,0.55659876,0.0324758568,0.186,8.2,0.1013280866,,,,,11440.489348,,,,,,365.87277099999847,
18,IN,Ripley County,9689.9272436,0.179,0.193,0.374,0.0729699761,3.43867e-05,0.5506442913,0.0348231207,0.13,8.6,0.1366292135,,,,,9815.9913488,,,,,,126.064105200001,
18,IN,Rush County,9853.8193008,0.181,0.193,0.415,0.0883365773,0.0003598848,0.5272496831,0.027383592,0.136,8.4,0.1121987952,,,,,10163.302119,,,,,,309.4828182000001,
18,IN,St. Joseph County,9845.7942349,0.187,0.167,0.378,0.0804218121,0.0009000338,0.6629960074,0.0387452759,0.184,9.6,0.1290322581,,2478.8616167,17654.498466,7239.5305863,8972.5880291,,,-7366.9326182,7808.7042311000005,-2606.2636486,-873.206205800001,
18,IN,Scott County,15830.642695,0.236,0.232,0.395,0.0860976334,0.000369534,0.4703418231,0.0346646571,0.195,8.6,0.132808399,,,,,15901.274888,,,,,,70.63219299999946,
18,IN,Shelby County,9558.7900158,0.204,0.209,0.397,0.077374394,0.0003552477,0.5957503794,0.0275401627,0.129,8.9,0.1057800224,,,,,9997.8602872,,,,,,439.0702713999999,
18,IN,Spencer County,9000.9519878,0.162,0.18,0.357,0.0691668253,0.0003535711,0.668055251,0.0294913672,0.102,8.0,0.0724269377,,,,,9337.0709876,,,,,,336.1189998000009,
18,IN,Starke County,12709.574714,0.191,0.196,0.401,0.0858383071,0.0001283587,0.4975961538,0.041248837,0.184,8.5,0.1044247788,,,,,13205.563572,,,,,,495.9888579999988,
18,IN,Steuben County,8642.3510735,0.149,0.142,0.341,0.0756451043,0.0002887503,0.5754945211,0.0268933391,0.13,8.1,0.0913075237,,,,,8534.9693018,,,,,,-107.38177170000017,
18,IN,Sullivan County,9726.8077206,0.202,0.211,0.381,0.0724608044,0.0003372194,0.5132340053,0.0376695128,0.189,8.5,0.1346534653,,,,,9762.3286418,,,,,,35.520921200000885,
18,IN,Switzerland County,12879.904127,0.193,0.213,0.395,0.0934742076,,0.3959131545,0.0324633991,0.214,8.7,0.1147098516,,,,,13547.566599,,,,,,667.662472,
18,IN,Tippecanoe County,7580.9641137,0.187,0.175,0.351,0.0874379509,0.0007002502,0.7054850156,0.0293791239,0.127,9.4,0.158356546,,1756.2881797,14074.05237,6751.6404246,7518.5214812,,,-5824.675934,6493.0882563,-829.3236890999997,-62.44263249999949,
18,IN,Tipton County,8921.8182515,0.162,0.162,0.361,0.0737643222,0.0002602134,0.6109833237,0.0296205902,0.124,8.3,0.0584890333,,,,,8885.6769479,,,,,,-36.141303600001265,
18,IN,Union County,9986.428377,0.189,0.203,0.403,0.0815660685,0.0001419044,0.6247700797,0.0292494481,0.159,8.5,0.0921985816,,,,,10138.10474,,,,,,151.6763630000005,
18,IN,Vanderburgh County,10888.475532,0.176,0.169,0.393,0.0790995615,0.000777834,0.6577819985,0.031646806,0.174,9.1,0.1410842587,,,18788.955934,7715.5658822,10157.276794,,,,7900.480402000001,-3172.909649800001,-731.198738000001,
18,IN,Vermillion County,10157.204535,0.209,0.218,0.408,0.0735725938,0.0005866632,0.5145631068,0.0413059985,0.164,8.7,0.093871218,,,,,10414.834199,,,,,,257.62966400000005,
18,IN,Vigo County,10892.030875,0.2,0.212,0.41,0.0932586931,0.0008302357,0.6034462952,0.0378396144,0.211,8.6,0.1528348398,,,12611.629189,,11356.443502,,,,1719.598313999999,,464.4126269999997,
18,IN,Wabash County,10985.444325,0.18,0.19,0.369,0.0814315574,0.0004218588,0.5542013192,0.0307980718,0.136,8.3,0.0976874003,,,,,11224.244612,,,,,,238.80028700000003,
18,IN,Warren County,7304.7292749,0.18,0.205,0.365,0.0571856287,,0.6579487179,0.0294259527,0.122,8.4,0.0898203593,,,,,7606.3130102,,,,,,301.5837352999997,
18,IN,Warrick County,7349.8514475,0.138,0.143,0.398,0.0517957488,0.0015345506,0.7485225701,0.0293426504,0.089,8.7,0.0793422405,,,,,7801.1784728,,,,,,451.32702530000006,
18,IN,Washington County,13005.043921,0.193,0.205,0.417,0.07956942,0.0002490926,0.5365527489,0.0305245056,0.181,8.6,0.1043233083,,,,,13314.210666,,,,,,309.16674500000045,
18,IN,Wayne County,12655.95968,0.211,0.229,0.394,0.0845234681,0.000601902,0.5811402077,0.0344757656,0.229,8.5,0.134339482,,,24016.092003,,12424.985984,,,,11360.132323000002,,-230.9736959999991,
18,IN,Wells County,7314.1920013,0.183,0.203,0.407,0.0654299433,0.000461042,0.5434589143,0.0268996118,0.107,8.2,0.0899280576,,,,,6566.3257088,,,,,,-747.8662924999999,
18,IN,White County,9851.284548,0.192,0.201,0.393,0.0997503641,0.0003650968,0.5814041746,0.0268048871,0.149,9.0,0.0999476714,,,,,10672.313158,,,,,,821.0286100000012,
18,IN,Whitley County,7297.8388349,0.163,0.182,0.346,0.0663791554,0.0005808888,0.6126180673,0.0274431058,0.103,9.8,0.0655737705,,,,,7359.3346159,,,,,,61.495781000000534,
19,IA,Iowa,7201.0606182,0.155,0.155,0.378,0.0536751607,0.0007218738,0.7025848793,0.0294236711,0.13,7.4,0.1134772062,16573.848781,3698.5847415,13735.071198,5302.2733549,7045.5430825,17287.749739,9372.7881628,-3502.4758767000003,6534.0105797999995,-1898.7872632999997,-155.51753569999983,10086.689120799998
19,IA,Adair County,7150.5854664,0.152,0.166,0.419,0.0501816923,0.0005304336,0.6171597633,0.0237825595,0.133,7.0,0.0974842767,,,,,7369.0794815,,,,,,218.49401510000007,
19,IA,Adams County,6725.4717758,0.153,0.178,0.386,0.051054384,0.0005492996,0.7282051282,0.0223953262,0.153,7.0,0.0849673203,,,,,7082.5132551,,,,,,357.0414793,
19,IA,Allamakee County,6990.3530086,0.156,0.173,0.383,0.0769375825,0.000574465,0.6298920378,0.0384074282,0.17,7.8,0.0945829751,,,,,7208.8878318,,,,,,218.53482319999966,
19,IA,Appanoose County,8750.7964931,0.178,0.196,0.433,0.0561600176,0.0006526883,0.5453852021,0.0326808228,0.214,7.4,0.1544715447,,,,,9188.9918716,,,,,,438.1953784999987,
19,IA,Audubon County,5135.9831355,0.17,0.2,0.417,0.0561151079,0.0005323869,0.7332746479,0.0224257738,0.137,7.0,0.092,,,,,5268.6385552,,,,,,132.6554197000005,
19,IA,Benton County,6615.0193915,0.156,0.166,0.417,0.0449421895,0.0001946207,0.7015028502,0.0332384396,0.091,8.4,0.0660049628,,,,,6645.9991121,,,,,,30.97972060000029,
19,IA,Black Hawk County,7992.6564052,0.175,0.2,0.391,0.0523790214,0.0009511537,0.7072310406,0.0321147424,0.151,7.9,0.1453287197,,,15494.051639,6873.4491593,7263.0147509,,,,7501.395233799999,-1119.2072459,-729.6416543000005,
19,IA,Boone County,6965.7495615,0.139,0.155,0.386,0.0461545774,0.0004490514,0.7139917695,0.0247862106,0.095,7.5,0.0694962687,,,,,7043.1209992,,,,,,77.37143770000057,
19,IA,Bremer County,6008.5681412,0.142,0.162,0.395,0.0363415792,0.0004784498,0.7594829053,0.025149528,0.066,7.8,0.0798755187,,,,,5883.5817302,,,,,,-124.98641100000077,
19,IA,Buchanan County,5283.6398355,0.135,0.155,0.406,0.0535436835,0.0003872779,0.6784685056,0.0292256972,0.124,8.3,0.105973025,,,,,5364.4218376,,,,,,80.78200209999977,
19,IA,Buena Vista County,6217.9579734,0.184,0.159,0.41,0.097078459,0.0005295845,0.5071856287,0.02360974,0.166,7.1,0.110592938,,,,5094.458694,5730.3914821,,,,,-1123.4992794,-487.56649130000005,
19,IA,Butler County,5242.5894429,0.144,0.157,0.395,0.0475620975,0.0001395479,0.6985959438,0.0308445532,0.093,7.5,0.1015358362,,,,,5399.2189038,,,,,,156.62946089999969,
19,IA,Calhoun County,7618.8420902,0.152,0.161,0.389,0.0559258186,0.000706001,0.6486146096,0.0272289157,0.144,7.2,0.0737913486,,,,,7536.1507424,,,,,,-82.69134779999968,
19,IA,Carroll County,6827.977956,0.155,0.178,0.42,0.0457805776,0.0008699014,0.6557995121,0.0235428137,0.086,7.2,0.0970319635,,,,,6423.6347594,,,,,,-404.3431965999998,
19,IA,Cass County,7565.4971658,0.186,0.203,0.449,0.0663863022,0.0004597701,0.6504613201,0.0267379679,0.184,7.1,0.1177489177,,,,,7824.0030908,,,,,,258.5059249999995,
19,IA,Cedar County,6018.6302428,0.139,0.157,0.383,0.0454514009,0.0001629549,0.6209453197,0.0297539577,0.093,8.9,0.0901084011,,,,,5545.9153065,,,,,,-472.71493629999986,
19,IA,Cerro Gordo County,9467.7170208,0.159,0.167,0.384,0.0498608027,0.0014283707,0.6079522044,0.0306651635,0.131,7.1,0.0975983648,,,,10297.893097,8989.1078939,,,,,830.1760761999994,-478.6091269000008,
19,IA,Cherokee County,7019.8247892,0.16,0.175,0.402,0.0536802625,0.0005216031,0.636572303,0.0247135843,0.129,7.0,0.083902439,,,,,6976.334198,,,,,,-43.49059120000038,
19,IA,Chickasaw County,6658.6396455,0.146,0.161,0.377,0.0637944401,0.0003365021,0.6130976296,0.0248627212,0.09,7.4,0.0839160839,,,,,6727.0886174,,,,,,68.44897189999938,
19,IA,Clarke County,8721.2449624,0.204,0.206,0.425,0.0668900632,0.0005109862,0.4978683089,0.0285600952,0.153,7.1,0.1443850267,,,,,9860.5613133,,,,,,1139.3163509000005,
19,IA,Clay County,7924.2450544,0.148,0.175,0.406,0.0492552605,0.0008515815,0.700487013,0.0289145389,0.149,6.8,0.1009110021,,,,,7720.0953714,,,,,,-204.14968300000055,
19,IA,Clayton County,6441.8958408,0.155,0.169,0.406,0.0663685573,0.0004118132,0.5828800458,0.0397614314,0.128,8.3,0.1168032787,,,,,6391.6029734,,,,,,-50.29286739999952,
19,IA,Clinton County,8790.038397,0.165,0.18,0.409,0.0482432285,0.000473495,0.6585975024,0.0374977136,0.18,8.5,0.1078251767,,,21511.923759,,8613.5886541,,,,12721.885362,,-176.44974290000027,
19,IA,Crawford County,6563.4114,0.202,0.18,0.445,0.0977086367,0.0001852652,0.5846796657,0.04798563,0.136,7.1,0.1087662338,,,,,8807.9242994,,,,,,2244.5128993999997,
19,IA,Dallas County,4244.0870554,0.109,0.109,0.322,0.0378767841,0.0004239084,0.8582077914,0.0220939999,0.054,7.6,0.0845404267,,,,4407.1800835,4369.331808,,,,,163.09302810000008,125.24475259999963,
19,IA,Davis County,8767.8451122,0.175,0.189,0.403,0.1437374414,0.0002188663,0.5580808081,0.0244690674,0.156,7.5,0.1047619048,,,,,8680.3575216,,,,,,-87.48759059999975,
19,IA,Decatur County,9257.6759382,0.17,0.183,0.381,0.0583540263,0.0002611307,0.5918901243,0.0244577757,0.257,7.1,0.1260229133,,,,,9593.1099077,,,,,,335.4339694999999,
19,IA,Delaware County,6094.0692393,0.136,0.159,0.406,0.0527116067,0.0004568818,0.64881933,0.0262323436,0.097,8.6,0.1079913607,,,,,6052.7430578,,,,,,-41.32618149999962,
19,IA,Des Moines County,9423.8739462,0.16,0.165,0.366,0.0504024145,0.0007534229,0.6463562977,0.0416132091,0.209,8.4,0.1346830986,,,15299.411933,,9255.4092843,,,,5875.5379868,,-168.46466189999956,
19,IA,Dickinson County,4871.6445441,0.155,0.176,0.369,0.0556243231,0.0008402891,0.7361184558,0.0289624145,0.087,6.6,0.1062384188,,,,,4971.8239715,,,,,,100.17942740000035,
19,IA,Dubuque County,6844.1982999,0.167,0.192,0.415,0.045964315,0.0007698697,0.7497393553,0.0290512205,0.102,9.0,0.1233084609,,,15623.458295,,6503.9051123,,,,8779.259995100001,,-340.29318760000024,
19,IA,Emmet County,7704.5770364,0.164,0.172,0.385,0.0786928488,0.0006437078,0.5853899309,0.0313929314,0.148,6.7,0.1374837873,,,,,8472.8642789,,,,,,768.2872425000005,
19,IA,Fayette County,8297.8769674,0.183,0.202,0.397,0.0560441094,0.0003115588,0.5668191669,0.0322304621,0.171,8.0,0.1085749537,,,,,7916.5755914,,,,,,-381.30137599999944,
19,IA,Floyd County,8140.495497,0.156,0.172,0.428,0.0512343591,0.0003892818,0.5886056972,0.0336515513,0.165,7.2,0.0774962742,,,,,7607.1480633,,,,,,-533.3474336999998,
19,IA,Franklin County,9806.4724489,0.18,0.188,0.41,0.076579535,0.0001004823,0.6192101414,0.0277047168,0.156,7.2,0.0571776156,,,,,8934.3800195,,,,,,-872.0924293999997,
19,IA,Fremont County,9006.5925457,0.132,0.154,0.363,0.0467078189,0.0001522765,0.6557000765,0.0230352304,0.149,7.4,0.0912408759,,,,,8923.6872684,,,,,,-82.90527729999849,
19,IA,Greene County,9201.4467723,0.159,0.175,0.415,0.0575007546,0.0006883102,0.680104712,0.0224655465,0.155,7.2,0.1187335092,,,,,7801.8547445,,,,,,-1399.5920277999994,
19,IA,Grundy County,5156.2641013,0.133,0.158,0.387,0.0429820051,0.000242974,0.7443556791,0.0278909433,0.064,7.7,0.0626865672,,,,,5098.5434335,,,,,,-57.72066780000023,
19,IA,Guthrie County,6483.0087218,0.145,0.164,0.398,0.0596149099,0.0002839027,0.7358235824,0.0297443034,0.127,7.1,0.1075027996,,,,,6584.0667223,,,,,,101.05800050000016,
19,IA,Hamilton County,7953.9741331,0.145,0.154,0.354,0.0523551193,0.0002686908,0.6653543307,0.0272935124,0.114,7.4,0.0650542118,,,,,7470.5093084,,,,,,-483.46482469999955,
19,IA,Hancock County,6875.824986,0.159,0.175,0.362,0.057224429,9.37822e-05,0.657511444,0.0276742948,0.107,6.9,0.0824295011,,,,,6314.6049896,,,,,,-561.2199963999992,
19,IA,Hardin County,7029.0932211,0.17,0.194,0.392,0.0618590532,0.0003591094,0.6824855794,0.0308704453,0.139,7.5,0.1030561478,,,,,7453.9436623,,,,,,424.8504412000002,
19,IA,Harrison County,6754.6179795,0.176,0.205,0.401,0.0579635804,0.0003408549,0.6842427958,0.0271512114,0.126,7.3,0.1028667791,,,,,6884.84935,,,,,,130.2313705000006,
19,IA,Henry County,6887.8890031,0.171,0.204,0.409,0.0516633239,0.0005886104,0.6105374078,0.0330317235,0.159,8.3,0.0865829478,,,,,6894.1415736,,,,,,6.25257049999982,
19,IA,Howard County,6254.6852809,0.158,0.169,0.373,0.0683624801,0.0005275375,0.6257062147,0.0318747642,0.123,7.1,0.0714285714,,,,,6197.0381753,,,,,,-57.64710560000003,
19,IA,Humboldt County,7220.4561037,0.163,0.177,0.434,0.0557645794,0.000103799,0.6694953104,0.0267068273,0.119,7.0,0.0787589499,,,,,7504.5276352,,,,,,284.07153149999976,
19,IA,Ida County,6456.3628451,0.147,0.161,0.373,0.0557009346,0.0002875216,0.7117486339,0.020923705,0.129,7.0,0.0711864407,,,,,6480.4093591,,,,,,24.04651399999966,
19,IA,Iowa County,6416.5351626,0.138,0.154,0.357,0.0444427562,0.0006035732,0.7189189189,0.0276572121,0.082,8.4,0.0879526977,,,,,6373.3522592,,,,,,-43.182903400000214,
19,IA,Jackson County,6844.1391763,0.163,0.181,0.418,0.052250216,0.0003614209,0.6252408478,0.0347464829,0.13,8.9,0.0854114713,,,,,7096.9215814,,,,,,252.78240509999978,
19,IA,Jasper County,7111.9518475,0.138,0.163,0.392,0.0477587218,0.0003972037,0.5781266463,0.0303972551,0.118,7.7,0.0887265136,,,,,7209.9576698,,,,,,98.00582229999964,
19,IA,Jefferson County,9327.0359755,0.17,0.172,0.374,0.0781874319,0.0007669202,0.8117816092,0.0268429883,0.186,8.0,0.1307922272,,,,,11023.631548,,,,,,1696.5955724999985,
